Posted_On,BHK,Rent,Size_,Floor_,Area_Locality,City,Furnishing,Tenant_Preferred,Bathroom,Point_of_Contact
2022-06-04,2,10000,600,3 out of 4,Talaghattapura,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-07-09,4,61500,2608,1 out of 4,Malleshwaram,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-05-11,2,13000,850,1 out of 3,"Ramaiah Layout, Kacharakanahalli",Bangalore,Semi-Furnished,Family,2,Contact Agent
2022-06-04,1,7500,400,1 out of 2,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,17000,1000,3 out of 4,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-23,3,25000,1350,5 out of 14,Kengeri Main Road,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
2022-05-10,2,10500,800,1 out of 2,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-04,1,8000,350,3 out of 3,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-10,1,9500,900,Ground out of 2,J P Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-06,3,50000,2000,1 out of 2,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-09,2,13000,700,1 out of 4,"Vinayakanagar, Hebbal",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-20,1,13500,600,1 out of 4,venkatapuram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,2,13000,700,Ground out of 1,"Vv Nagar, Bikasipura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-02,1,15000,600,2 out of 4,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2022-05-10,2,15000,1400,Ground out of 1,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-05-10,1,7000,600,Ground out of 3,Kacharakanahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-10,2,25000,770,8 out of 32,Tumkur Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-25,2,17000,900,1 out of 2,Babusahib Palya,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-06-23,1,7500,500,Ground out of 3,"Kumaraswamy Layout, Kumaraswamy Layout",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,15000,1100,1 out of 2,Nri Layout,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-27,1,7500,500,1 out of 2,"Balaji Layout -Hongasandra, Hongasandra",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-28,3,25000,1260,Ground out of 2,Vijaya Bank Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-06-30,3,54000,1750,2 out of 4,"Jaya Nagar Block 1, Jayanagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-24,1,14500,600,1 out of 3,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2022-06-20,1,4500,450,Ground out of 3,Nelamangala,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-27,2,10500,800,3 out of 4,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,1,5500,400,Ground out of 2,Hongasandra,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-13,2,16000,600,1 out of 2,Girinagar,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-04,1,7000,400,Ground out of 2,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-20,2,12500,900,Ground out of 3,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,2,10000,1200,Ground out of 4,Jogupalya,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-04,2,18000,1045,1 out of 2,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-02,3,28000,1021,10 out of 10,"Balaji Gardens Layout, Gottigere",Bangalore,Furnished,Bachelors,3,Contact Owner
2022-06-17,3,12000,1200,Ground out of 4,in Bannerghatta Road,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-23,2,13000,1000,1 out of 3,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-18,2,50000,1280,2 out of 12,Hebbal,Bangalore,Furnished,Bachelors/Family,2,Contact Agent
2022-06-21,1,7000,450,1 out of 2,Jalahalli East,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-14,2,30000,450,2 out of 3,"Garebhavipalya, Hongasandra, Hosur Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-08,1,10000,600,3 out of 4,Btm Layout Stage 4,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-04,2,15000,800,2 out of 3,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,1,7500,500,2 out of 4,Basaveshwar Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-06,3,45000,1680,7 out of 19,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-07-06,3,65000,2000,23 out of 40,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2022-07-06,1,12000,500,1 out of 4,Koramangala Block 4,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2022-07-06,1,7000,500,2 out of 2,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-20,1,9000,800,2 out of 3,Mahadevapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-20,2,23000,1100,2 out of 3,Banaswadi,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-06-20,2,30000,1200,3 out of 4,"Kalasipalyam, Kalasipalyam",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,8000,500,2 out of 3,"Tilak Nagar, Jayanagar, bannerghatta main Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,16000,1155,3 out of 4,K R Puram,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-06-21,1,7500,440,3 out of 4,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-18,2,20000,1040,1 out of 7,Sarjapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-27,4,110000,2900,7 out of 18,whitefield,Bangalore,Furnished,Bachelors,4,Contact Agent
2022-07-07,3,30000,1200,1 out of 2,Nagondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-30,3,20000,1600,2 out of 3,"Isro Layout, Kumaraswamy Layout",Bangalore,Semi-Furnished,Family,3,Contact Agent
2022-05-11,4,84000,3150,8 out of 19,Banashankari,Bangalore,Unfurnished,Bachelors,4,Contact Owner
2022-06-08,2,17000,1000,2 out of 4,JAR Shikara,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-04,2,15000,1200,1 out of 2,Medahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-26,1,6000,400,4 out of 5,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,2,16000,950,1 out of 1,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-06-07,2,9500,530,1 out of 3,Byatarayanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,1,8000,300,Ground out of 2,"Udayanagar Extension, Mahadevapura",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-22,2,15000,1000,Ground out of 3,"Dwarka Nagar, Kattigenahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,1,12000,450,3 out of 3,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-06,1,10000,600,Ground out of 1,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-23,2,16000,1100,2 out of 4,"Jaya Nagar Block 7, Jayanagar",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-30,1,11000,400,1 out of 4,Chamrajpet,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,11000,700,1 out of 2,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-04,2,20000,1105,1 out of 4,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-04,3,24000,1430,3 out of 4,Subramanyapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-20,2,14500,850,2 out of 4,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,1,4000,650,1 out of 2,Byatarayanapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,12000,1200,Ground out of 2,Kempapura Agrahara,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-04,2,8500,600,1 out of 3,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-26,1,9000,400,2 out of 4,Munnekollal,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,4,180000,2800,Ground out of 4,"Sarakki Nagar, J P Nagar",Bangalore,Furnished,Family,4,Contact Agent
2022-05-06,2,10500,1100,Ground out of 1,"Ananda Puram, Jeevan Bima Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,2,12000,900,1 out of 5,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-12,3,32000,1300,2 out of 4,"Hrbr Layout, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-25,2,15000,1000,Ground out of 1,Horamavu kelkkeri road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-24,3,21000,1000,1 out of 2,"Vishweshwaraiah Layout, Annapurneshwari Nagar",Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-06-06,2,12000,900,Ground out of 1,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent
2022-06-06,1,7000,800,1 out of 1,Babusapalya,Bangalore,Unfurnished,Bachelors/Family,1,Contact Agent
2022-05-12,2,15000,750,1 out of 3,Hutchins Road,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-10,2,11400,1100,2 out of 5,Nisarga capital appartment,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-04-28,2,15000,1200,1 out of 3,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-20,2,19000,1000,Ground out of 2,"Rbi Layout, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-07-04,2,27000,1000,4 out of 4,"Hbr Layout Block 4, HBR Layout",Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-18,3,48000,2000,2 out of 4,Frazer Town,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-04,1,7000,550,1 out of 3,Chikkalasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,15000,1130,Ground out of 4,whitefield,Bangalore,Unfurnished,Family,2,Contact Owner
2022-06-27,2,10000,600,Ground out of 1,Abbigere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,1,7000,100,1 out of 2,Chikkabanavara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-20,2,9000,500,2 out of 5,"Meenakshi Layout, Kengeri",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-10,1,8000,600,Ground out of 3,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,2,35000,1200,1 out of 5,Mahatma Gandhi Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-31,2,16000,850,1 out of 2,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,1,4500,600,1 out of 4,Madanayakahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,16000,600,1 out of 3,Sivanchetti Gardens,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-23,2,10000,700,1 out of 4,Nagavara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-20,1,8000,400,1 out of 1,Hebbal,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-23,1,6000,400,3 out of 4,Thammenahalli Apartmentge,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,13000,1000,1 out of 2,Horamavu,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-20,2,10000,1200,Ground out of 4,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,3,55000,1603,6 out of 17,Magadi Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-05-14,3,15000,1200,Ground out of 2,Bagalakunte,Bangalore,Semi-Furnished,Family,3,Contact Owner
2022-07-07,1,12000,420,2 out of 5,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-07-07,2,9000,1200,3 out of 4,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-07,3,36000,1771,10 out of 18,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-16,3,37000,1200,2 out of 3,No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-23,2,6000,700,1 out of 2,Ragavendra Industrial Estate,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,1,17000,610,10 out of 10,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-31,1,8000,800,3 out of 4,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-21,1,7500,550,2 out of 3,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-27,2,9500,750,1 out of 4,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,13500,700,1 out of 3,Mathikere,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-22,1,9000,600,2 out of 2,Ramamurthy Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-20,1,7000,360,Ground out of 2,J P Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-08,2,12000,800,2 out of 4,"Btm Layout Stage 2, BTM Layout",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-18,4,100000,3700,18 out of 22,"Sanjeevini Nagar, Hegganahalli",Bangalore,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-07-08,2,12000,1200,1 out of 3,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-20,1,8500,480,2 out of 3,"Prakruthi Township, Hennur",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-07-01,2,18000,1000,Ground out of 3,"M C Layout, Vijayanagar, Magadi Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-27,1,11000,800,Ground out of 3,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,Semi-Furnished,Family,1,Contact Owner
2022-05-27,3,18000,900,2 out of 3,Rajajinagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-20,3,17000,1450,Ground out of 2,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-20,1,6500,400,Ground out of 3,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-18,2,11500,700,1 out of 2,Near coffee board layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-10,2,22000,1000,2 out of 6,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-16,1,13000,450,3 out of 3,"Lakkasandra, Wilson Garden, bannerghatta main road",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-06-16,3,20000,773,2 out of 12,Mysore Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-27,2,10000,1200,1 out of 2,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,15000,1000,2 out of 3,Begur Koppa Rd,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,1,8000,150,2 out of 3,B.Narayanapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,12000,865,1 out of 5,Ananth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,1,20000,600,1 out of 4,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,20000,800,2 out of 3,Basavanagudi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-31,1,8000,200,Ground out of 4,Old Airport Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-02,1,11000,600,1 out of 4,Hebbal,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-14,3,40000,1840,5 out of 14,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-04,2,10000,800,2 out of 4,Hegganahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-20,3,30000,1600,2 out of 4,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,2,Contact Agent
2022-06-30,2,8000,600,1 out of 2,Electronic City,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-28,2,15000,1100,3 out of 3,"Vishwapriya Nagar, Begur",Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-05-27,2,12000,950,1 out of 2,Nri Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-07,2,12000,905,3 out of 6,Kanakapura Road,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-04-28,3,20000,1200,Ground out of 1,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-11,3,13000,1000,1 out of 2,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-05,2,17500,1080,1 out of 4,Electronic City,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-10,1,8000,600,Ground out of 4,Kamala Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-31,2,8500,1000,Ground out of 3,Kachohalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-23,1,7500,600,1 out of 2,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-31,2,22000,1100,2 out of 5,Rmv Extension Stage 2,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-04,1,6000,300,Ground out of 2,Nagarbhavi,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-04,2,32900,1200,3 out of 6,Marathahalli,Bangalore,Furnished,Bachelors/Family,1,Contact Agent
2022-05-23,2,15000,800,1 out of 4,J P Nagar,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,10000,535,3 out of 4,"Moodalaplya, Vijayanagar",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-15,2,10000,800,1 out of 3,"Bedarahalli, Magadi Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,21000,1159,4 out of 5,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-02,4,63000,2650,16 out of 34,Kanakapura Road,Bangalore,Unfurnished,Bachelors,5,Contact Agent
2022-05-25,1,6900,50,Ground out of 4,Kodigehalli,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-14,2,14000,700,2 out of 3,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,1,14500,550,4 out of 5,Mahadevapura,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2022-06-04,1,6500,700,2 out of 4,Rukmini Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-23,2,13000,600,1 out of 5,Vibhutipura,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-27,2,8000,600,1 out of 4,"Mallasandra, Jalahalli West",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-14,2,18000,1000,2 out of 4,Hebbal Kempapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-19,2,20000,1100,2 out of 2,Rajajinagar,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-04-28,1,14000,750,3 out of 4,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-23,4,50000,2900,5 out of 7,Kannur,Bangalore,Furnished,Bachelors/Family,4,Contact Owner
2022-06-25,2,14500,990,1 out of 4,Bhattarahalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,15000,1300,Ground out of 2,Raghuvanahalli-Bcmc Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-06-20,1,11500,550,2 out of 3,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-07,3,15000,1360,5 out of 9,Chandapura,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-01,2,12000,600,2 out of 4,"Marutinagar,",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-04,2,18000,1200,Ground out of 12,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,2,15000,1050,1 out of 5,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-23,2,12000,840,2 out of 4,Medahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-16,2,25000,1050,1 out of 5,Hoysala Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-18,3,150000,3250,2 out of 6,Vasanth Nagar,Bangalore,Furnished,Bachelors/Family,4,Contact Agent
2022-05-23,1,10000,500,2 out of 3,Nagarabhavi,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-23,2,8000,900,1 out of 3,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-22,2,40000,1300,2 out of 4,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-30,2,12000,600,2 out of 3,"Shamanna Garden, Wilson Garden",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-20,2,16000,900,3 out of 5,Kodi Halli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-05-20,2,23000,1100,2 out of 5,Kodi Halli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-20,2,25000,1100,2 out of 10,"Jagadish Nagar, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-08,1,7000,600,2 out of 3,Kadugodi,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-31,2,17500,1250,1 out of 2,Yeshwantpur,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-16,1,10000,415,3 out of 3,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-04,3,39000,1200,1 out of 4,Vidyaranyapura,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-05-18,3,22000,1200,4 out of 4,Bommasandra,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2022-06-23,2,18000,1000,2 out of 4,Gottigere,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-05-27,2,23000,1300,3 out of 4,Bangalore,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
